Gene,targetId,disease_score,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,doability_score,tissue_score,precedence_score,tracability_score,priority
PCSK9,ENSG00000169174,0.4410667633170894,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,1.0,0.0,0.875,1.0,0.8,0.6039267053268358
TACR1,ENSG00000115353,0.2859264857519209,1.0,0.0,1.0,1.0,1.0,0.72973,1.0,0.5,0.0,1.0,0.864865,0.625,1.0,0.8,0.6033570943007683
OPRM1,ENSG00000112038,0.5454490211904267,1.0,0.0,1.0,1.0,0.0,0.6,0.0,0.5,0.5,1.0,0.3,0.75,1.0,0.6000000000000001,0.6031796084761707
JAK2,ENSG00000096968,0.4429213152560335,1.0,0.0,1.0,1.0,1.0,0.6863950000000003,1.0,-1.0,-1.0,1.0,0.8431975000000002,0.0,1.0,0.8,0.6014882761024134
CYP2D6,ENSG00000100197,0.8347559609322034,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.6000000000000001,0.6014023843728814
AGER,ENSG00000204305,0.375907365331821,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.75,0.0,0.75,0.75,1.0,0.6003629461327284
HLA-DRB1,ENSG00000196126,0.8538738605268708,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.75,0.0,0.625,0.75,0.4,0.5990495442107484
ACE2,ENSG00000130234,0.5781179386966181,1.0,1.0,1.0,1.0,1.0,0.1055900000000001,0.0,0.5,0.0,0.0,0.05279500000000005,0.625,0.0,1.0,0.5990266754786473
ACACA,ENSG00000278540,0.756535276983691,0.0,0.0,1.0,1.0,1.0,0.8027700000000003,0.0,-1.0,-1.0,0.75,0.40138500000000016,0.0,0.75,0.6000000000000001,0.5977526107934765
TTK,ENSG00000112742,0.6171051604145935,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.5,0.5,0.6875,0.5,0.6000000000000001,0.5955920641658374
S100B,ENSG00000160307,0.8816239651104386,0.0,0.0,1.0,1.0,0.0,0.94565,0.0,1.0,0.0,0.0,0.472825,0.75,0.0,0.4,0.5949320860441755
SCN4A,ENSG00000007314,0.655636478257533,0.0,0.0,1.0,1.0,0.0,0.626905,0.0,0.75,0.5,1.0,0.3134525,0.8125,1.0,0.4,0.5948498413030132
HDAC6,ENSG00000094631,0.8115946815880145,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,-1.0,1.0,0.5,0.0,1.0,0.4,0.5946378726352058
TSPO,ENSG00000100300,0.8330169778131771,0.0,0.0,1.0,1.0,0.0,0.053255,0.0,0.5,-1.0,1.0,0.0266275,0.375,1.0,0.4,0.5933695411252708
DDR2,ENSG00000162733,0.4952724329655816,1.0,0.0,1.0,1.0,0.0,0.7953200000000002,1.0,-1.0,0.0,1.0,0.8976600000000001,0.25,1.0,0.6000000000000001,0.5928749731862327
RIPK1,ENSG00000137275,0.7162194512069325,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.5,0.5,0.25,0.5,0.6000000000000001,0.5914877804827731
PIK3CB,ENSG00000051382,0.7700570312181257,0.0,0.0,1.0,1.0,0.0,0.7663550000000001,1.0,-1.0,-1.0,0.75,0.8831775000000001,0.0,0.75,0.4,0.5913405624872503
GABRP,ENSG00000094755,0.754171407962707,1.0,0.0,1.0,0.0,0.0,0.636365,0.0,0.5,-1.0,1.0,0.3181825,0.375,1.0,0.4,0.5909868131850828
EPHA1,ENSG00000146904,0.5531980003521402,1.0,0.0,1.0,1.0,0.0,0.4108600000000003,0.0,0.75,0.0,1.0,0.20543000000000014,0.6875,1.0,0.6000000000000001,0.5905722001408561
ERBB2,ENSG00000141736,0.4486168849254116,1.0,0.0,1.0,1.0,1.0,0.38247,1.0,-1.0,-1.0,1.0,0.691235,0.0,1.0,0.8,0.5885702539701646
PANK1,ENSG00000152782,0.6674009099025413,0.0,0.0,1.0,1.0,1.0,0.5444699999999998,1.0,0.5,0.0,0.0,0.7722349999999999,0.625,0.0,0.6000000000000001,0.5866838639610166
ESRRG,ENSG00000196482,0.5473065875164622,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.75,0.5,0.625,0.75,0.6000000000000001,0.586422635006585
GLRA1,ENSG00000145888,0.3975546564014595,1.0,0.0,1.0,1.0,0.0,0.9443199999999996,0.0,1.0,1.0,1.0,0.4721599999999998,1.0,1.0,0.6000000000000001,0.5862378625605839
CTSB,ENSG00000164733,0.8632723172922502,0.0,1.0,1.0,1.0,1.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.8,0.5853089269169001
SLC18A2,ENSG00000165646,0.6776205582007524,0.0,0.0,1.0,1.0,0.0,0.6206249999999998,0.0,0.5,0.0,1.0,0.3103124999999999,0.625,1.0,0.4,0.5845794732803009
EPHB1,ENSG00000154928,0.485358089145979,1.0,0.0,1.0,1.0,0.0,0.9441049999999996,0.0,0.5,0.0,1.0,0.4720524999999998,0.625,1.0,0.6000000000000001,0.5838484856583916
GRIA4,ENSG00000152578,0.5887907673766956,0.0,0.0,1.0,1.0,0.0,0.9279400000000002,0.0,0.75,0.5,1.0,0.4639700000000001,0.8125,1.0,0.4,0.5831633069506783
GRIK5,ENSG00000105737,0.4834270149522366,1.0,0.0,1.0,1.0,0.0,0.943875,0.0,0.5,0.0,1.0,0.4719375,0.625,1.0,0.6000000000000001,0.5830645559808947
CDK2,ENSG00000123374,0.5742311463739955,0.0,0.0,1.0,1.0,1.0,0.9496650000000002,1.0,-1.0,-1.0,0.75,0.9748325000000001,0.0,0.75,0.6000000000000001,0.5821757085495983
AKT1,ENSG00000142208,0.5150023498456568,0.0,0.0,1.0,1.0,1.0,0.9166649999999996,1.0,-1.0,-1.0,1.0,0.9583324999999998,0.0,1.0,0.6000000000000001,0.5818341899382627
RET,ENSG00000165731,0.3014351349519045,1.0,0.0,1.0,1.0,1.0,0.1651699999999998,1.0,0.5,0.0,1.0,0.5825849999999999,0.625,1.0,0.8,0.5813325539807618
TH,ENSG00000180176,0.7999681112085922,0.0,0.0,0.0,1.0,0.0,0.3762599999999999,0.0,0.75,0.5,1.0,0.18812999999999994,0.8125,1.0,0.2,0.580050244483437
PLA2G6,ENSG00000184381,0.9356063613759976,1.0,0.0,1.0,1.0,0.0,0.4913150000000001,0.0,-1.0,-1.0,0.0,0.24565750000000006,0.0,0.0,0.6000000000000001,0.5788082945503991
CDK12,ENSG00000167258,0.8245354000200357,0.0,0.0,1.0,1.0,0.0,0.5671149999999997,1.0,-1.0,-1.0,0.5,0.7835574999999999,0.0,0.5,0.4,0.5781699100080142
MMP25,ENSG00000008516,0.6716097520779484,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.6875,0.0,0.8,0.5773939008311793
IGF1,ENSG00000017427,0.9399604236243936,0.0,1.0,0.0,0.0,0.0,0.5751649999999998,0.0,0.5,0.0,0.5,0.2875824999999999,0.625,0.5,0.2,0.5772424194497574
PDGFRA,ENSG00000134853,0.5752332974331604,1.0,0.0,1.0,1.0,0.0,0.5913699999999998,0.0,0.5,-1.0,1.0,0.2956849999999999,0.375,1.0,0.6000000000000001,0.5771618189732641
SERPINE1,ENSG00000106366,0.6240371402480682,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,-1.0,0.5,0.0,0.375,0.5,0.8,0.5771148560992272
CACNA1S,ENSG00000081248,0.469457671488974,1.0,0.0,1.0,1.0,0.0,0.5488500000000002,0.0,0.75,0.5,1.0,0.2744250000000001,0.8125,1.0,0.6000000000000001,0.5764755685955896
PRKCZ,ENSG00000067606,0.4863775218261782,1.0,0.0,1.0,1.0,0.0,0.7804049999999997,0.0,0.5,0.0,1.0,0.39020249999999984,0.625,1.0,0.6000000000000001,0.5760712587304713
GABRA4,ENSG00000109158,0.4717027382044574,1.0,0.0,1.0,1.0,0.0,0.52166,0.0,0.75,0.5,1.0,0.26083,0.8125,1.0,0.6000000000000001,0.576014095281783
NR4A2,ENSG00000153234,0.9235254137712888,0.0,0.0,1.0,1.0,0.0,0.974915,0.0,0.5,-1.0,0.0,0.4874575,0.375,0.0,0.4,0.5756559155085156
SGK1,ENSG00000118515,0.6797054360920912,0.0,0.0,1.0,1.0,1.0,0.7053249999999999,1.0,0.5,-1.0,0.0,0.8526624999999999,0.375,0.0,0.6000000000000001,0.5746484244368365
TGFBR2,ENSG00000163513,0.7599134970145264,1.0,1.0,1.0,1.0,0.0,0.6119950000000003,0.0,-1.0,-1.0,0.0,0.30599750000000014,0.0,0.0,0.8,0.5745651488058106
PON1,ENSG00000005421,0.752296922155317,0.0,1.0,1.0,1.0,0.0,0.1126750000000001,0.0,1.0,0.5,0.0,0.05633750000000005,0.875,0.0,0.6000000000000001,0.5740525188621268
PIKFYVE,ENSG00000115020,0.8169432866598113,0.0,0.0,1.0,1.0,0.0,0.5400399999999997,1.0,-1.0,-1.0,0.5,0.7700199999999999,0.0,0.5,0.4,0.5737793146639245
ALDH1A1,ENSG00000165092,0.8074264735595809,0.0,0.0,1.0,1.0,0.0,0.3512949999999996,1.0,0.5,0.0,0.0,0.6756474999999997,0.625,0.0,0.4,0.5730353394238323
SSTR1,ENSG00000139874,0.607930797611621,0.0,0.0,1.0,1.0,0.0,0.9360599999999998,0.0,0.5,0.0,1.0,0.4680299999999999,0.625,1.0,0.4,0.5724753190446484
PLG,ENSG00000122194,0.5067143663170456,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.875,1.0,0.6000000000000001,0.5701857465268183
TAOK1,ENSG00000160551,0.7267158938919871,1.0,0.0,1.0,1.0,0.0,0.9700299999999998,1.0,-1.0,-1.0,0.0,0.985015,0.0,0.0,0.6000000000000001,0.5691878575567948
TGFB1,ENSG00000105329,0.747760984720928,0.0,1.0,0.0,1.0,0.0,0.5,0.0,-1.0,0.0,1.0,0.25,0.25,1.0,0.4,0.5691043938883713
XPO1,ENSG00000082898,0.7599134970145264,0.0,0.0,1.0,1.0,0.0,0.9019599999999997,0.0,-1.0,-1.0,1.0,0.4509799999999998,0.0,1.0,0.4,0.5690633988058105
CACNA1C,ENSG00000151067,0.469457671488974,1.0,0.0,1.0,1.0,0.0,0.7708150000000004,0.0,0.5,0.0,1.0,0.3854075000000002,0.625,1.0,0.6000000000000001,0.5688238185955896
SLC1A2,ENSG00000110436,0.5646101091171046,1.0,0.0,1.0,1.0,0.0,0.7560949999999999,1.0,1.0,0.0,0.0,0.8780474999999999,0.75,0.0,0.6000000000000001,0.5686487936468418
CASP1,ENSG00000137752,0.715225644744586,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,0.5,0.625,0.5,0.4,0.5685902578978344
QPCT,ENSG00000115828,0.6522003503126582,0.0,1.0,1.0,1.0,1.0,0.0997250000000001,0.0,0.5,0.0,0.0,0.04986250000000005,0.625,0.0,0.8,0.5683663901250633
MMP13,ENSG00000137745,0.1519826994029052,0.0,1.0,1.0,1.0,1.0,0.341825,1.0,1.0,1.0,1.0,0.6709125,1.0,1.0,0.8,0.5678843297611621
SLC5A2,ENSG00000140675,0.308046339720477,1.0,0.0,1.0,1.0,0.0,0.53125,1.0,1.0,0.5,1.0,0.765625,0.875,1.0,0.6000000000000001,0.5672810358881908
PRKAA2,ENSG00000162409,0.5116736366568616,0.0,0.0,1.0,1.0,1.0,0.8913049999999998,0.0,0.5,0.0,0.75,0.4456524999999999,0.625,0.75,0.6000000000000001,0.5667347046627447
CRP,ENSG00000132693,0.8958359842868073,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.875,0.0,0.4,0.565834393714723
GCK,ENSG00000106633,0.3957180701800876,0.0,0.0,1.0,1.0,1.0,0.7957000000000001,1.0,0.5,0.0,0.75,0.89785,0.625,0.75,0.6000000000000001,0.5655722280720351
BMPR1B,ENSG00000138696,0.4400841113821344,1.0,0.0,1.0,1.0,0.0,0.91036,0.0,0.5,0.0,1.0,0.45518,0.625,1.0,0.6000000000000001,0.5640516445528537
NDUFS2,ENSG00000158864,0.8367191092120806,0.0,0.0,0.0,1.0,0.0,0.6220300000000002,0.0,0.5,-1.0,1.0,0.3110150000000001,0.375,1.0,0.2,0.5632891436848323
ALK,ENSG00000171094,0.1975775092237768,1.0,0.0,1.0,1.0,1.0,0.3827150000000003,1.0,0.5,0.5,1.0,0.6913575000000002,0.75,1.0,0.8,0.5631667536895109
CYBB,ENSG00000165168,0.7808088828610783,1.0,0.0,1.0,1.0,0.0,0.6578949999999999,0.0,0.5,-1.0,0.0,0.32894749999999995,0.375,0.0,0.6000000000000001,0.5627183031444314
MET,ENSG00000105976,0.0682875155383853,1.0,1.0,1.0,1.0,1.0,0.4460450000000001,1.0,0.5,0.0,1.0,0.7230225,0.625,1.0,1.0,0.5621172562153541
CLK2,ENSG00000176444,0.7250106610709864,0.0,0.0,1.0,1.0,1.0,0.8396799999999999,1.0,-1.0,-1.0,0.0,0.91984,0.0,0.0,0.6000000000000001,0.5619882644283947
NISCH,ENSG00000010322,0.7012228676534242,0.0,0.0,1.0,1.0,0.0,0.4547849999999996,0.0,0.5,-1.0,1.0,0.2273924999999998,0.375,1.0,0.4,0.5607283970613697
XDH,ENSG00000158125,0.4716156707361081,0.0,0.0,1.0,1.0,1.0,0.463615,0.0,0.75,0.0,1.0,0.2318075,0.6875,1.0,0.6000000000000001,0.5605770182944432
HSPA1A,ENSG00000204389,0.7523603808731539,0.0,0.0,1.0,1.0,0.0,0.7659900000000001,0.0,-1.0,0.0,0.75,0.38299500000000003,0.25,0.75,0.4,0.5592436523492617
REN,ENSG00000143839,0.2033075255740101,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,0.875,1.0,0.8,0.5588230102296041
CACNB1,ENSG00000067191,0.4176614808143593,1.0,0.0,1.0,1.0,0.0,0.8578600000000002,0.0,0.75,0.0,1.0,0.4289300000000001,0.6875,1.0,0.6000000000000001,0.5587075923257439
CD40LG,ENSG00000102245,0.4037010643851219,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.75,0.5,0.75,0.0,0.8125,0.75,0.8,0.5577304257540487
SCN11A,ENSG00000168356,0.655636478257533,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.75,1.0,0.4,0.5572545913030132
SRC,ENSG00000197122,0.2329174441987061,1.0,0.0,1.0,1.0,1.0,0.94403,1.0,-1.0,0.0,1.0,0.9720150000000001,0.25,1.0,0.8,0.5553684776794825
APOD,ENSG00000189058,0.779734764657718,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.625,0.0,0.6000000000000001,0.5543939058630872
FFAR1,ENSG00000126266,0.4011588900331255,1.0,0.0,1.0,1.0,0.0,0.15,1.0,0.75,0.5,0.75,0.575,0.8125,0.75,0.6000000000000001,0.5542135560132503
SIRT1,ENSG00000096717,0.9216681822693394,0.0,0.0,1.0,1.0,0.0,0.310575,0.0,-1.0,-1.0,0.5,0.1552875,0.0,0.5,0.4,0.5541960229077358
CTSD,ENSG00000117984,0.781378131431332,0.0,1.0,1.0,1.0,1.0,0.0291249999999998,0.0,-1.0,-1.0,0.0,0.0145624999999999,0.0,0.0,0.8,0.5540075025725328
BRD2,ENSG00000204256,0.607930797611621,0.0,0.0,1.0,1.0,0.0,0.8002499999999998,1.0,-1.0,0.0,0.75,0.9001249999999998,0.25,0.75,0.4,0.5531848190446484
S100A9,ENSG00000163220,0.6866379639939566,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.0,0.375,0.0,0.8,0.5521551855975826
MAOA,ENSG00000189221,0.6267962688400449,0.0,0.0,1.0,1.0,0.0,0.3643250000000002,0.0,0.5,0.0,1.0,0.1821625000000001,0.625,1.0,0.4,0.551434757536018
ITGA2B,ENSG00000005961,0.37104704565443,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,1.0,0.0,0.625,1.0,0.8,0.5509188182617719
NTRK1,ENSG00000198400,0.3226737960755396,0.0,0.0,1.0,1.0,1.0,0.3341700000000003,1.0,0.5,0.5,1.0,0.6670850000000002,0.75,1.0,0.6000000000000001,0.5507780184302159
CYP46A1,ENSG00000036530,0.6091078539237689,0.0,0.0,1.0,1.0,0.0,0.7399999999999999,0.0,1.0,0.0,0.75,0.36999999999999994,0.75,0.75,0.4,0.5506431415695077
HTR7,ENSG00000148680,0.3004271383647879,1.0,0.0,1.0,1.0,0.0,0.3528199999999998,1.0,0.75,0.5,1.0,0.67641,0.8125,1.0,0.6000000000000001,0.5490618553459152
HRH1,ENSG00000196639,0.607930797611621,1.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,0.25,1.0,0.6000000000000001,0.5481723190446485
SCN10A,ENSG00000185313,0.655636478257533,1.0,0.0,1.0,1.0,0.0,0.1104300000000002,0.0,-1.0,-1.0,1.0,0.0552150000000001,0.0,1.0,0.6000000000000001,0.5477760913030132
MERTK,ENSG00000153208,0.4170236401949717,1.0,0.0,1.0,1.0,1.0,0.0590600000000002,1.0,0.5,-1.0,0.5,0.5295300000000001,0.375,0.5,0.8,0.5472624560779886
CLK3,ENSG00000179335,0.6744061158249716,0.0,0.0,1.0,1.0,1.0,0.9387749999999996,1.0,-1.0,-1.0,0.0,0.9693874999999998,0.0,0.0,0.6000000000000001,0.5467011963299886
TREM1,ENSG00000124731,0.7816893199024582,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.625,0.5,0.4,0.5451757279609832
CACNA1A,ENSG00000141837,0.5500807374070342,0.0,0.0,1.0,1.0,0.0,0.3515549999999997,0.0,1.0,0.5,1.0,0.17577749999999984,0.875,1.0,0.4,0.5451100449628137
IGF2,ENSG00000167244,0.8759589860954774,0.0,1.0,0.0,0.0,0.0,0.1944450000000003,0.0,1.0,0.0,0.5,0.09722250000000016,0.75,0.5,0.2,0.5451058444381911
PDE4D,ENSG00000113448,0.1215861595223242,1.0,0.0,1.0,1.0,1.0,0.8640300000000003,1.0,0.5,0.0,1.0,0.9320150000000001,0.625,1.0,0.8,0.5443359638089297
FABP3,ENSG00000121769,0.5516636729263603,1.0,0.0,1.0,1.0,1.0,0.2857149999999997,0.0,0.75,0.0,0.0,0.14285749999999986,0.6875,0.0,0.8,0.5437012191705441
ADORA2B,ENSG00000170425,0.4794885296495658,0.0,0.0,1.0,1.0,0.0,0.3825299999999998,1.0,0.5,0.0,1.0,0.6912649999999999,0.625,1.0,0.4,0.5434219118598262
MAPK14,ENSG00000112062,0.4982527354200186,0.0,0.0,1.0,1.0,1.0,0.7777799999999999,1.0,-1.0,-1.0,0.75,0.88889,0.0,0.75,0.6000000000000001,0.5431900941680075
VCP,ENSG00000165280,0.6522053774966559,0.0,0.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,0.0,1.0,0.0,0.0,0.6000000000000001,0.5408821509986623
CXCR4,ENSG00000121966,0.3379049548055537,1.0,0.0,1.0,1.0,1.0,0.5596600000000003,0.0,0.5,-1.0,1.0,0.27983000000000013,0.375,1.0,0.8,0.5406449819222215
STING1,ENSG00000184584,0.7387700981198536,0.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.5,0.5,0.25,0.5,0.4,0.5405080392479414
PINK1,ENSG00000158828,0.9484234814367338,0.0,0.0,1.0,1.0,0.0,0.07057,0.0,0.5,-1.0,0.0,0.035285,0.375,0.0,0.4,0.5403978925746935
GDNF,ENSG00000168621,0.963349320590705,0.0,1.0,0.0,0.0,0.0,0.6445500000000003,0.0,0.5,0.0,0.0,0.32227500000000014,0.625,0.0,0.2,0.5400672282362821
ACVR2B,ENSG00000114739,0.4658859723958619,1.0,0.0,1.0,1.0,0.0,0.9707050000000004,0.0,-1.0,0.0,1.0,0.4853525000000002,0.25,1.0,0.6000000000000001,0.5398896389583449
GAK,ENSG00000178950,0.7536297015311753,0.0,0.0,1.0,1.0,1.0,0.1380650000000002,1.0,-1.0,-1.0,0.0,0.5690325,0.0,0.0,0.6000000000000001,0.5383551306124702
ECE1,ENSG00000117298,0.5346088581367789,1.0,0.0,1.0,1.0,1.0,0.6883099999999999,0.0,-1.0,-1.0,0.5,0.34415499999999993,0.0,0.5,0.8,0.5382590432547115
MAPK8,ENSG00000107643,0.5370598180607215,0.0,0.0,1.0,1.0,1.0,0.859485,1.0,-1.0,-1.0,0.5,0.9297425,0.0,0.5,0.6000000000000001,0.5377981772242886
HSPB1,ENSG00000106211,0.6480375479416443,1.0,0.0,1.0,1.0,0.0,0.2195099999999996,0.0,0.5,-1.0,0.5,0.1097549999999998,0.375,0.5,0.6000000000000001,0.5376905191766577
PARK7,ENSG00000116288,0.9710449979462644,0.0,0.0,1.0,1.0,0.0,0.5767200000000002,0.0,-1.0,-1.0,0.0,0.2883600000000001,0.0,0.0,0.4,0.5372539991785058
NOS2,ENSG00000007171,0.4985444389485801,0.0,0.0,1.0,1.0,1.0,0.02862,0.0,0.75,0.5,0.75,0.01431,0.8125,0.75,0.6000000000000001,0.5370987755794321
PIM1,ENSG00000137193,0.5220767385696049,0.0,0.0,1.0,1.0,1.0,0.7124600000000001,1.0,0.5,-1.0,0.25,0.85623,0.375,0.25,0.6000000000000001,0.536953695427842
PLA2G2A,ENSG00000188257,0.2320353571901554,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.75,0.0,0.75,0.0,0.6875,0.75,1.0,0.5365641428760621
CTSS,ENSG00000163131,0.547065191749305,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,-1.0,0.5,0.5,0.375,0.5,0.6000000000000001,0.5363260766997221
KEAP1,ENSG00000079999,0.3337785337492056,0.0,0.0,1.0,1.0,1.0,0.7035249999999997,1.0,0.5,-1.0,1.0,0.8517624999999999,0.375,1.0,0.6000000000000001,0.5361876634996822
KCNJ8,ENSG00000121361,0.6686653263154583,0.0,0.0,0.0,1.0,0.0,0.9174550000000004,0.0,0.5,0.0,1.0,0.4587275000000002,0.625,1.0,0.2,0.5358388805261833
GLRB,ENSG00000109738,0.3784521197831744,1.0,0.0,1.0,1.0,0.0,0.8390349999999998,0.0,0.5,0.0,1.0,0.4195174999999999,0.625,1.0,0.6000000000000001,0.5358325979132698
GABRA3,ENSG00000011677,0.3327527789309708,1.0,0.0,1.0,1.0,0.0,0.8069099999999999,0.0,0.75,0.5,1.0,0.40345499999999995,0.8125,1.0,0.6000000000000001,0.5346966115723883
IRS1,ENSG00000169047,0.6421074155146624,1.0,0.0,1.0,1.0,0.0,0.4524949999999997,0.0,-1.0,0.0,0.5,0.22624749999999985,0.25,0.5,0.6000000000000001,0.5344677162058651
SNAP25,ENSG00000132639,0.6508265393266779,1.0,0.0,0.0,0.0,0.0,0.7815550000000002,0.0,1.0,0.0,1.0,0.3907775000000001,0.75,1.0,0.2,0.5344083657306712
GSR,ENSG00000104687,0.6140363962908278,0.0,0.0,1.0,1.0,1.0,0.1570900000000001,0.0,-1.0,-1.0,1.0,0.07854500000000005,0.0,1.0,0.6000000000000001,0.5334690585163312
RIOK2,ENSG00000058729,0.8626235870935149,1.0,0.0,1.0,1.0,0.0,0.1485500000000001,0.0,-1.0,-1.0,0.0,0.07427500000000005,0.0,0.0,0.6000000000000001,0.5324769348374061
PIK3R1,ENSG00000145675,0.7431244813030992,0.0,0.0,1.0,1.0,0.0,0.7997250000000001,0.0,-1.0,-1.0,0.75,0.39986250000000007,0.0,0.75,0.4,0.5322360425212397
ADORA3,ENSG00000282608,0.4732572389740467,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.625,1.0,0.6000000000000001,0.5318028955896187
DNMT1,ENSG00000130816,0.5038768955720243,0.0,0.0,1.0,1.0,1.0,0.0,1.0,-1.0,-1.0,1.0,0.5,0.0,1.0,0.6000000000000001,0.5315507582288098
ALDH2,ENSG00000111275,0.438705106103836,0.0,0.0,1.0,1.0,1.0,0.7678899999999999,0.0,0.5,-1.0,1.0,0.3839449999999999,0.375,1.0,0.6000000000000001,0.5313765424415344
TNK2,ENSG00000061938,0.5201185712899424,1.0,0.0,1.0,1.0,1.0,0.663505,1.0,-1.0,-1.0,0.0,0.8317525,0.0,0.0,0.8,0.531222678515977
SMPD1,ENSG00000166311,0.863222067182647,0.0,1.0,1.0,1.0,0.0,0.1125199999999999,0.0,-1.0,-1.0,0.0,0.05625999999999995,0.0,0.0,0.6000000000000001,0.5309148268730588
BTK,ENSG00000010671,0.0803819610175365,1.0,0.0,1.0,1.0,1.0,0.9165399999999998,1.0,0.5,0.0,1.0,0.95827,0.625,1.0,0.8,0.5304797844070146
KAT8,ENSG00000103510,0.7599134970145264,0.0,0.0,1.0,1.0,1.0,0.9126649999999998,0.0,-1.0,-1.0,0.0,0.4563324999999999,0.0,0.0,0.6000000000000001,0.5295986488058106
NFKB1,ENSG00000109320,0.7909216670188883,0.0,0.0,1.0,1.0,0.0,0.3550049999999999,0.0,-1.0,-1.0,0.75,0.17750249999999995,0.0,0.75,0.4,0.5291189168075554
CCL5,ENSG00000271503,0.7150572096119115,0.0,1.0,1.0,1.0,0.0,0.0109900000000003,0.0,0.5,0.0,0.0,0.00549500000000015,0.625,0.0,0.6000000000000001,0.5290723838447646
ERBB4,ENSG00000178568,0.2058165568384829,1.0,0.0,1.0,1.0,1.0,0.8662100000000003,0.0,0.5,0.0,1.0,0.43310500000000013,0.625,1.0,0.8,0.5281371227353931
ATP4A,ENSG00000105675,0.4385828430195441,1.0,0.0,0.0,1.0,0.0,0.8985500000000002,0.0,1.0,0.5,1.0,0.4492750000000001,0.875,1.0,0.4,0.5278606372078176
MKNK2,ENSG00000099875,0.4457655706496474,0.0,0.0,1.0,1.0,1.0,0.6344099999999997,1.0,0.5,-1.0,0.5,0.8172049999999998,0.375,0.5,0.6000000000000001,0.527526728259859
PPARA,ENSG00000186951,0.3223446109494521,0.0,0.0,1.0,1.0,1.0,0.6153849999999998,1.0,0.5,-1.0,1.0,0.8076924999999999,0.375,1.0,0.6000000000000001,0.5272070943797809
GABRA5,ENSG00000186297,0.1746529351158814,1.0,0.0,1.0,1.0,0.0,0.7727249999999998,1.0,1.0,0.5,1.0,0.8863624999999999,0.875,1.0,0.6000000000000001,0.5259974240463525
CACNA1F,ENSG00000102001,0.469457671488974,0.0,0.0,1.0,1.0,0.0,0.6108849999999997,0.0,1.0,0.5,1.0,0.30544249999999984,0.875,1.0,0.4,0.5258273185955896
FGFR1,ENSG00000077782,0.374253953748334,0.0,0.0,1.0,1.0,1.0,0.9209249999999998,1.0,-1.0,-1.0,1.0,0.9604624999999999,0.0,1.0,0.6000000000000001,0.5257478314993336
PADI4,ENSG00000159339,0.5344369268807648,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.5,0.0,0.5,0.8125,0.0,0.6000000000000001,0.5250247707523059
SLC6A1,ENSG00000157103,0.3279178722317084,1.0,0.0,1.0,1.0,0.0,0.8998350000000002,0.0,0.75,0.0,1.0,0.4499175000000001,0.6875,1.0,0.6000000000000001,0.5249088988926833
MLKL,ENSG00000168404,0.6730962900461019,1.0,0.0,1.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.5,0.25,0.0,0.6000000000000001,0.5242385160184408
PRKCE,ENSG00000171132,0.4038905201463998,1.0,0.0,1.0,1.0,0.0,0.8982349999999997,0.0,0.5,-1.0,1.0,0.44911749999999984,0.375,1.0,0.6000000000000001,0.52396795805856
