Gene,targetId,isInMembrane,isSecreted,hasLigand,hasSmallMoleculeBinder,hasPocket,mouseOrthologMaxIdentityPercentage,hasHighQualityChemicalProbes,tissueSpecificity,tissueDistribution,maxClinicalTrialPhase,Priority
PIK3CD,ENSG00000171608,0.0,0.0,1.0,1.0,0.0,0.7317999999999998,1.0,0.75,0.0,1.0,5.4818
EPHB2,ENSG00000133216,1.0,0.0,1.0,1.0,0.0,0.9746450000000004,0.0,0.5,0.0,1.0,5.474645000000001
KCND3,ENSG00000171385,1.0,0.0,1.0,1.0,0.0,0.9694650000000002,0.0,0.5,0.0,1.0,5.4694650000000005
ENPP2,ENSG00000136960,0.0,1.0,1.0,1.0,0.0,0.7045200000000001,1.0,1.0,-1.0,0.75,5.4545200000000005
PAK1,ENSG00000149269,1.0,0.0,1.0,1.0,1.0,0.95413,1.0,0.5,-1.0,0.0,5.45413
EPHB1,ENSG00000154928,1.0,0.0,1.0,1.0,0.0,0.9441049999999996,0.0,0.5,0.0,1.0,5.4441049999999995
GRIA3,ENSG00000125675,1.0,0.0,1.0,1.0,0.0,0.94407,0.0,0.5,0.0,1.0,5.44407
GRIK5,ENSG00000105737,1.0,0.0,1.0,1.0,0.0,0.943875,0.0,0.5,0.0,1.0,5.443875
P2RX3,ENSG00000109991,1.0,0.0,1.0,1.0,0.0,0.6851399999999999,0.0,0.5,0.5,0.75,5.43514
GRM8,ENSG00000179603,1.0,0.0,1.0,1.0,0.0,0.9229100000000002,0.0,1.0,0.5,0.0,5.42291
KCNA1,ENSG00000111262,1.0,0.0,0.0,1.0,0.0,0.9191899999999996,0.0,1.0,0.5,1.0,5.4191899999999995
MPO,ENSG00000005381,0.0,0.0,1.0,1.0,1.0,0.1610750000000003,0.0,1.0,0.5,0.75,5.411075
BMPR1B,ENSG00000138696,1.0,0.0,1.0,1.0,0.0,0.91036,0.0,0.5,0.0,1.0,5.41036
TRPV3,ENSG00000167723,1.0,0.0,1.0,1.0,0.0,0.6582299999999996,0.0,0.75,0.5,0.5,5.40823
ADRB2,ENSG00000169252,1.0,0.0,1.0,1.0,1.0,0.4067799999999998,1.0,-1.0,0.0,1.0,5.4067799999999995
STK26,ENSG00000134602,0.0,0.0,1.0,1.0,1.0,0.9038449999999998,1.0,0.5,0.0,0.0,5.403845
VDR,ENSG00000111424,0.0,0.0,1.0,1.0,1.0,0.4028100000000002,0.0,1.0,0.0,1.0,5.402810000000001
ATP4A,ENSG00000105675,1.0,0.0,0.0,1.0,0.0,0.8985500000000002,0.0,1.0,0.5,1.0,5.39855
SLC5A1,ENSG00000100170,1.0,0.0,1.0,1.0,0.0,0.3975900000000003,0.0,1.0,0.0,1.0,5.39759
DRD5,ENSG00000169676,1.0,0.0,1.0,1.0,0.0,0.1404600000000002,0.0,0.75,0.5,1.0,5.39046
CAMK1D,ENSG00000183049,0.0,0.0,1.0,1.0,1.0,0.8831150000000001,1.0,0.5,0.0,0.0,5.383115
EZH2,ENSG00000106462,0.0,0.0,1.0,1.0,0.0,0.88016,1.0,0.5,0.0,1.0,5.38016
DHODH,ENSG00000102967,0.0,0.0,1.0,1.0,1.0,0.3797449999999998,1.0,1.0,-1.0,1.0,5.379745
MAPK11,ENSG00000185386,0.0,0.0,1.0,1.0,1.0,0.8626350000000003,1.0,0.5,-1.0,1.0,5.362635
LPAR1,ENSG00000198121,1.0,0.0,1.0,1.0,0.0,0.8626350000000003,0.0,1.0,0.0,0.5,5.362635
GABRB3,ENSG00000166206,1.0,0.0,1.0,1.0,0.0,0.8625799999999998,0.0,0.5,0.0,1.0,5.3625799999999995
SLC2A1,ENSG00000117394,1.0,0.0,1.0,1.0,0.0,0.857725,1.0,0.5,0.0,0.0,5.357725
PDE4B,ENSG00000184588,0.0,0.0,1.0,1.0,1.0,0.8573349999999997,1.0,0.5,-1.0,1.0,5.357335
P2RY12,ENSG00000169313,1.0,0.0,1.0,1.0,0.0,0.3567250000000001,0.0,1.0,0.0,1.0,5.356725
AURKA,ENSG00000087586,0.0,0.0,1.0,1.0,1.0,0.1067,1.0,0.5,0.0,0.75,5.3567
RXRA,ENSG00000186350,0.0,0.0,1.0,1.0,1.0,0.8484850000000002,1.0,0.5,-1.0,1.0,5.348485
TRPC5,ENSG00000072315,1.0,0.0,1.0,1.0,0.0,0.8458399999999997,0.0,0.5,1.0,0.0,5.34584
CACNA2D2,ENSG00000007402,1.0,0.0,1.0,1.0,0.0,0.8425199999999997,0.0,0.5,0.0,1.0,5.3425199999999995
GLRB,ENSG00000109738,1.0,0.0,1.0,1.0,0.0,0.8390349999999998,0.0,0.5,0.0,1.0,5.339035
TYR,ENSG00000077498,0.0,0.0,1.0,1.0,0.0,0.3194699999999997,0.0,1.0,1.0,1.0,5.31947
KCNH2,ENSG00000055118,1.0,0.0,1.0,1.0,0.0,0.8144950000000002,0.0,0.5,0.0,1.0,5.314495
FLT3,ENSG00000122025,0.0,0.0,1.0,1.0,0.0,0.3051349999999999,1.0,0.5,0.5,1.0,5.305135
CPA2,ENSG00000158516,0.0,1.0,1.0,1.0,1.0,0.2959449999999997,0.0,1.0,0.0,0.0,5.295945
KCNJ11,ENSG00000187486,0.0,0.0,1.0,1.0,0.0,0.7948700000000002,1.0,0.5,0.0,1.0,5.29487
IDH1,ENSG00000138413,0.0,0.0,1.0,1.0,1.0,0.7826099999999997,1.0,0.5,-1.0,1.0,5.28261
PRKCZ,ENSG00000067606,1.0,0.0,1.0,1.0,0.0,0.7804049999999997,0.0,0.5,0.0,1.0,5.280405
NTRK3,ENSG00000140538,0.0,0.0,1.0,1.0,0.0,0.7795000000000002,1.0,0.5,0.0,1.0,5.2795000000000005
RBP4,ENSG00000138207,0.0,1.0,1.0,1.0,1.0,0.2786050000000003,0.0,1.0,0.0,0.0,5.278605000000001
CACNA1C,ENSG00000151067,1.0,0.0,1.0,1.0,0.0,0.7708150000000004,0.0,0.5,0.0,1.0,5.270815000000001
ADRA1B,ENSG00000170214,1.0,0.0,1.0,1.0,0.0,0.7692300000000003,0.0,0.5,0.0,1.0,5.26923
ABCC9,ENSG00000069431,1.0,0.0,1.0,1.0,0.0,0.7643650000000001,0.0,0.5,0.0,1.0,5.264365
HCN1,ENSG00000164588,1.0,0.0,1.0,1.0,0.0,0.7584249999999997,0.0,1.0,0.5,0.0,5.258425
GABRQ,ENSG00000268089,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.75,0.5,1.0,5.25
MMP3,ENSG00000149968,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.75,5.25
TTK,ENSG00000112742,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.0,0.5,5.25
ESRRG,ENSG00000196482,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.75,5.25
CCR2,ENSG00000121807,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.75,5.25
LTB4R,ENSG00000213903,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.75,5.25
PADI4,ENSG00000159339,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.75,0.5,0.0,5.25
TMPRSS11D,ENSG00000153802,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.5,0.0,5.25
PLA2G5,ENSG00000127472,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.75,5.25
PLA2G7,ENSG00000146070,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0.75,5.25
CACNA1E,ENSG00000198216,1.0,0.0,1.0,0.0,0.0,0.7449199999999998,0.0,1.0,0.5,1.0,5.24492
CDK15,ENSG00000138395,0.0,0.0,1.0,1.0,0.0,0.4942549999999997,1.0,0.75,0.5,0.5,5.244255
CA7,ENSG00000168748,0.0,0.0,1.0,1.0,0.0,0.7348500000000001,0.0,1.0,0.5,1.0,5.23485
CDK5,ENSG00000164885,1.0,0.0,1.0,1.0,0.0,0.982875,1.0,0.5,-1.0,0.75,5.232875
MAPK10,ENSG00000109339,0.0,0.0,1.0,1.0,1.0,0.9784500000000002,1.0,0.5,-1.0,0.75,5.2284500000000005
FFAR2,ENSG00000126262,1.0,0.0,1.0,1.0,0.0,0.2272750000000002,1.0,0.5,0.0,0.5,5.227275000000001
KCNA2,ENSG00000177301,1.0,0.0,0.0,1.0,0.0,0.9699399999999996,0.0,0.75,0.5,1.0,5.219939999999999
KCNH1,ENSG00000143473,0.0,0.0,1.0,1.0,0.0,0.7168849999999999,0.0,1.0,0.5,1.0,5.2168849999999996
XDH,ENSG00000158125,0.0,0.0,1.0,1.0,1.0,0.463615,0.0,0.75,0.0,1.0,5.213615
MAP2K2,ENSG00000126934,0.0,0.0,1.0,1.0,1.0,0.7125,1.0,0.5,-1.0,1.0,5.2125
KEAP1,ENSG00000079999,0.0,0.0,1.0,1.0,1.0,0.7035249999999997,1.0,0.5,-1.0,1.0,5.203525
CHRNA4,ENSG00000101204,1.0,0.0,1.0,1.0,0.0,0.2025500000000001,0.0,0.5,0.5,1.0,5.2025500000000005
NOX1,ENSG00000007952,1.0,0.0,1.0,1.0,0.0,0.2021299999999996,0.0,1.0,0.5,0.5,5.2021299999999995
CYP26A1,ENSG00000095596,0.0,0.0,1.0,1.0,0.0,0.6981900000000003,0.0,1.0,1.0,0.5,5.19819
GPR6,ENSG00000146360,1.0,0.0,1.0,1.0,0.0,0.6961350000000003,0.0,1.0,0.5,0.0,5.196135
GLRA3,ENSG00000145451,1.0,0.0,1.0,1.0,0.0,0.94612,0.0,0.75,0.5,0.0,5.1961200000000005
TMPRSS6,ENSG00000187045,1.0,0.0,1.0,1.0,0.0,0.1957599999999999,0.0,1.0,0.5,0.5,5.19576
RORC,ENSG00000143365,0.0,0.0,1.0,1.0,1.0,0.440155,1.0,0.5,0.0,0.25,5.190155
DDAH1,ENSG00000153904,1.0,0.0,1.0,1.0,1.0,0.6842100000000002,0.0,0.5,0.0,0.0,5.18421
GRIA4,ENSG00000152578,0.0,0.0,1.0,1.0,0.0,0.9279400000000002,0.0,0.75,0.5,1.0,5.17794
ZAP70,ENSG00000115085,1.0,0.0,1.0,1.0,1.0,0.6768999999999998,0.0,0.5,0.0,0.0,5.1769
HMGCR,ENSG00000113161,0.0,0.0,1.0,1.0,1.0,0.6734250000000003,1.0,0.5,-1.0,1.0,5.173425
ACHE,ENSG00000087085,0.0,0.0,1.0,1.0,1.0,0.4218249999999998,0.0,0.75,0.0,1.0,5.171825
PDE2A,ENSG00000186642,0.0,0.0,1.0,1.0,1.0,0.6652500000000003,1.0,0.5,-1.0,1.0,5.16525
EPHA1,ENSG00000146904,1.0,0.0,1.0,1.0,0.0,0.4108600000000003,0.0,0.75,0.0,1.0,5.1608600000000004
PRKAA2,ENSG00000162409,0.0,0.0,1.0,1.0,1.0,0.8913049999999998,0.0,0.5,0.0,0.75,5.141305
KCNA6,ENSG00000151079,1.0,0.0,0.0,1.0,0.0,0.6408299999999997,0.0,1.0,0.5,1.0,5.140829999999999
ADRA2A,ENSG00000150594,1.0,0.0,1.0,1.0,0.0,0.6236550000000001,0.0,0.5,0.0,1.0,5.123655
PPARA,ENSG00000186951,0.0,0.0,1.0,1.0,1.0,0.6153849999999998,1.0,0.5,-1.0,1.0,5.115385
LHCGR,ENSG00000138039,1.0,0.0,0.0,1.0,0.0,0.1130200000000002,1.0,0.5,0.5,1.0,5.113020000000001
CACNA1F,ENSG00000102001,0.0,0.0,1.0,1.0,0.0,0.6108849999999997,0.0,1.0,0.5,1.0,5.110885
GABRD,ENSG00000187730,0.0,0.0,1.0,1.0,0.0,0.6017699999999998,0.0,1.0,0.5,1.0,5.10177
CACNA1B,ENSG00000148408,0.0,0.0,1.0,1.0,0.0,0.600255,0.0,1.0,0.5,1.0,5.100255
ADRA2C,ENSG00000184160,1.0,0.0,1.0,1.0,0.0,0.5995649999999998,0.0,0.5,0.0,1.0,5.099565
CDK1,ENSG00000170312,0.0,0.0,1.0,1.0,0.0,0.8484850000000002,1.0,0.5,0.0,0.75,5.098485
MMP17,ENSG00000198598,1.0,1.0,1.0,1.0,0.0,0.0961849999999998,0.0,1.0,0.0,0.0,5.096185
ADCY8,ENSG00000155897,1.0,0.0,1.0,1.0,0.0,0.8441249999999997,0.0,0.75,0.5,0.0,5.094125
PDE6H,ENSG00000139053,0.0,0.0,1.0,1.0,0.0,0.5783149999999999,0.0,1.0,0.5,1.0,5.078315
GHRHR,ENSG00000106128,1.0,0.0,0.0,1.0,0.0,0.0780149999999999,0.0,1.0,1.0,1.0,5.078015
CHRM3,ENSG00000133019,1.0,0.0,1.0,1.0,0.0,0.5762700000000003,0.0,0.5,0.0,1.0,5.07627
CXCR4,ENSG00000121966,1.0,0.0,1.0,1.0,1.0,0.5596600000000003,0.0,0.5,-1.0,1.0,5.05966
MERTK,ENSG00000153208,1.0,0.0,1.0,1.0,1.0,0.0590600000000002,1.0,0.5,-1.0,0.5,5.059060000000001
PLD1,ENSG00000075651,1.0,0.0,1.0,1.0,0.0,0.5577300000000001,1.0,0.5,0.0,0.0,5.05773
MAP3K12,ENSG00000139625,1.0,0.0,1.0,1.0,0.0,0.798205,1.0,0.5,-1.0,0.75,5.048205
MMP2,ENSG00000087245,0.0,1.0,1.0,1.0,1.0,0.7954549999999998,0.0,0.5,-1.0,0.75,5.045455
PANK1,ENSG00000152782,0.0,0.0,1.0,1.0,1.0,0.5444699999999998,1.0,0.5,0.0,0.0,5.04447
PDE1A,ENSG00000115252,0.0,0.0,1.0,1.0,0.0,0.5368600000000001,1.0,0.5,0.0,1.0,5.03686
FABP3,ENSG00000121769,1.0,0.0,1.0,1.0,1.0,0.2857149999999997,0.0,0.75,0.0,0.0,5.035715
NOX4,ENSG00000086991,1.0,0.0,1.0,1.0,0.0,0.5328699999999997,0.0,1.0,0.0,0.5,5.03287
ITGB3,ENSG00000259207,1.0,0.0,1.0,1.0,0.0,0.5304549999999999,0.0,0.5,0.0,1.0,5.030455
NOS2,ENSG00000007171,0.0,0.0,1.0,1.0,1.0,0.02862,0.0,0.75,0.5,0.75,5.02862
ADRB1,ENSG00000043591,1.0,0.0,1.0,1.0,0.0,0.5178199999999997,0.0,0.5,0.0,1.0,5.0178199999999995
PDE1C,ENSG00000154678,0.0,0.0,1.0,1.0,0.0,0.5134000000000001,1.0,0.5,0.0,1.0,5.0134
ADH1C,ENSG00000248144,1.0,0.0,0.0,1.0,1.0,0.2533349999999998,0.0,0.75,0.0,1.0,5.003335
CTSG,ENSG00000100448,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
ALPI,ENSG00000163295,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0
IL5,ENSG00000113525,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0
KLK4,ENSG00000167749,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
IL13,ENSG00000169194,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.0
AMY2A,ENSG00000243480,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
GRIN3B,ENSG00000116032,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,5.0
TUBB4A,ENSG00000104833,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0
PDCD1,ENSG00000188389,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,5.0
BDKRB1,ENSG00000100739,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,0.5,5.0
CA5A,ENSG00000174990,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0
ALB,ENSG00000163631,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0
C5,ENSG00000106804,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
CTSV,ENSG00000136943,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
FCER2,ENSG00000104921,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.5,0.5,5.0
PNLIP,ENSG00000175535,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0
FGF23,ENSG00000118972,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,1.0,5.0
CYP19A1,ENSG00000137869,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,5.0
MAP3K9,ENSG00000006432,0.0,0.0,1.0,1.0,1.0,0.7418500000000001,0.0,0.5,0.0,0.75,4.99185
PTGS1,ENSG00000095303,0.0,0.0,1.0,1.0,0.0,0.4741250000000001,1.0,0.5,0.0,1.0,4.974125
MAP2K1,ENSG00000169032,1.0,0.0,1.0,1.0,1.0,0.9491100000000005,1.0,-1.0,-1.0,1.0,4.94911
GRM1,ENSG00000152822,0.0,0.0,1.0,1.0,0.0,0.6984900000000003,1.0,0.75,0.5,0.0,4.9484900000000005
FGR,ENSG00000000938,1.0,0.0,1.0,1.0,0.0,0.1965949999999999,0.0,0.75,0.0,1.0,4.946595
TYMS,ENSG00000176890,0.0,0.0,1.0,1.0,1.0,0.4408949999999997,0.0,0.5,0.0,1.0,4.940894999999999
ESR2,ENSG00000140009,0.0,0.0,1.0,1.0,1.0,0.4339599999999997,0.0,0.5,0.0,1.0,4.93396
TDO2,ENSG00000151790,1.0,0.0,1.0,1.0,0.0,0.4335000000000001,0.0,1.0,0.5,0.0,4.9335
MAOB,ENSG00000069535,0.0,0.0,1.0,1.0,1.0,0.4326900000000002,0.0,0.5,0.0,1.0,4.93269
GABBR1,ENSG00000204681,0.0,0.0,1.0,1.0,0.0,0.93236,0.0,1.0,0.0,1.0,4.93236
HNF4A,ENSG00000101076,0.0,0.0,1.0,1.0,0.0,0.6570799999999999,0.0,0.75,0.5,1.0,4.90708
DNM1,ENSG00000106976,1.0,0.0,1.0,1.0,1.0,0.9016199999999998,0.0,1.0,-1.0,0.0,4.901619999999999
MMP16,ENSG00000156103,0.0,1.0,1.0,1.0,0.0,0.901155,0.0,0.5,0.5,0.0,4.901155
ASIC1,ENSG00000110881,1.0,0.0,1.0,1.0,0.0,0.8958350000000003,0.0,1.0,0.0,0.0,4.895835
GRIK4,ENSG00000149403,1.0,0.0,0.0,1.0,0.0,0.8954000000000001,0.0,0.5,0.5,1.0,4.8954
GRM7,ENSG00000196277,0.0,0.0,1.0,1.0,1.0,0.89071,0.0,0.5,0.5,0.0,4.89071
PKMYT1,ENSG00000127564,0.0,0.0,1.0,1.0,1.0,0.3887799999999998,1.0,0.5,0.0,0.0,4.88878
ADORA2B,ENSG00000170425,0.0,0.0,1.0,1.0,0.0,0.3825299999999998,1.0,0.5,0.0,1.0,4.88253
SCN4A,ENSG00000007314,0.0,0.0,1.0,1.0,0.0,0.626905,0.0,0.75,0.5,1.0,4.876905
PAH,ENSG00000171759,0.0,0.0,0.0,1.0,1.0,0.6238950000000003,0.0,0.75,0.5,1.0,4.873895
RYR2,ENSG00000198626,1.0,0.0,1.0,1.0,0.0,0.869135,0.0,1.0,0.0,0.0,4.869135
RAPGEF4,ENSG00000091428,1.0,0.0,1.0,1.0,0.0,0.8664700000000003,0.0,1.0,0.0,0.0,4.8664700000000005
CACNG5,ENSG00000075429,0.0,0.0,1.0,0.0,0.0,0.8545450000000002,0.0,1.0,1.0,1.0,4.854545
CACNA1A,ENSG00000141837,0.0,0.0,1.0,1.0,0.0,0.3515549999999997,0.0,1.0,0.5,1.0,4.851554999999999
F13A1,ENSG00000124491,0.0,1.0,1.0,1.0,1.0,0.3442599999999999,0.0,0.5,-1.0,1.0,4.84426
ROCK1,ENSG00000067900,1.0,0.0,1.0,1.0,1.0,0.830135,1.0,-1.0,-1.0,1.0,4.830135
PDE6G,ENSG00000185527,0.0,0.0,1.0,1.0,0.0,0.8275849999999998,0.0,1.0,0.0,1.0,4.827585
MCHR1,ENSG00000128285,1.0,0.0,1.0,1.0,0.0,0.8017000000000003,0.0,0.5,0.5,0.0,4.8017
DDR2,ENSG00000162733,1.0,0.0,1.0,1.0,0.0,0.7953200000000002,1.0,-1.0,0.0,1.0,4.79532
ADA,ENSG00000196839,1.0,0.0,1.0,1.0,0.0,0.0358150000000001,0.0,0.75,0.0,1.0,4.7858149999999995
KCNQ5,ENSG00000185760,0.0,0.0,1.0,1.0,0.0,0.7800449999999998,0.0,0.5,0.5,1.0,4.780044999999999
KCNV1,ENSG00000164794,1.0,0.0,0.0,0.0,0.0,0.7799999999999997,0.0,1.0,1.0,1.0,4.779999999999999
PGR,ENSG00000082175,0.0,0.0,1.0,1.0,1.0,0.0085749999999997,0.0,0.75,0.0,1.0,4.7585749999999996
TPH1,ENSG00000129167,0.0,0.0,1.0,1.0,0.0,0.5045050000000003,0.0,0.75,0.5,1.0,4.754505
PLA2G10,ENSG00000069764,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.5,0.75,4.75
KLK7,ENSG00000169035,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,4.75
MMP25,ENSG00000008516,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,0.0,4.75
F5,ENSG00000198734,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.75,0.0,1.0,4.75
BCAT1,ENSG00000060982,0.0,0.0,1.0,1.0,1.0,0.2487050000000003,1.0,0.5,0.0,0.0,4.748705
S1PR5,ENSG00000180739,1.0,0.0,1.0,1.0,0.0,0.2462299999999999,0.0,0.5,0.0,1.0,4.74623
CACNA1G,ENSG00000006283,0.0,0.0,1.0,1.0,0.0,0.7370649999999997,0.0,0.5,0.5,1.0,4.737064999999999
HSP90AB1,ENSG00000096384,1.0,0.0,1.0,1.0,1.0,0.97928,1.0,-1.0,-1.0,0.75,4.72928
INSR,ENSG00000171105,1.0,0.0,1.0,1.0,1.0,0.7250349999999998,1.0,-1.0,-1.0,1.0,4.725035
MAG,ENSG00000105695,1.0,0.0,0.0,1.0,0.0,0.7204450000000001,0.0,1.0,0.5,0.5,4.720445
SLC6A2,ENSG00000103546,0.0,0.0,1.0,1.0,0.0,0.7163699999999998,0.0,0.5,0.5,1.0,4.7163699999999995
TTBK1,ENSG00000146216,0.0,0.0,1.0,1.0,0.0,0.4663150000000001,1.0,0.75,0.5,0.0,4.716315
TGM2,ENSG00000198959,1.0,1.0,1.0,1.0,1.0,0.2066949999999998,0.0,0.5,-1.0,0.0,4.706695
CPA4,ENSG00000128510,1.0,1.0,1.0,1.0,0.0,0.1923999999999999,0.0,0.5,0.0,0.0,4.6924
CPN1,ENSG00000120054,0.0,1.0,1.0,1.0,0.0,0.1921399999999998,0.0,1.0,0.5,0.0,4.69214
NCAM1,ENSG00000149294,1.0,1.0,0.0,0.0,1.0,0.6911400000000001,0.0,0.5,0.0,0.5,4.69114
PDE3A,ENSG00000172572,1.0,0.0,1.0,1.0,0.0,0.1893099999999997,0.0,0.5,0.0,1.0,4.68931
JAK2,ENSG00000096968,1.0,0.0,1.0,1.0,1.0,0.6863950000000003,1.0,-1.0,-1.0,1.0,4.686395
KCNB1,ENSG00000158445,1.0,0.0,0.0,1.0,0.0,0.6853149999999999,0.0,1.0,0.0,1.0,4.685315
PDE8B,ENSG00000113231,0.0,0.0,1.0,1.0,0.0,0.6836150000000003,0.0,1.0,0.0,1.0,4.6836150000000005
MAK,ENSG00000111837,1.0,0.0,1.0,1.0,0.0,0.1743850000000001,0.0,1.0,0.5,0.0,4.674385
PDE6B,ENSG00000133256,0.0,0.0,1.0,1.0,0.0,0.6721299999999999,0.0,1.0,0.0,1.0,4.67213
TRPC3,ENSG00000138741,1.0,0.0,1.0,1.0,0.0,0.6688400000000001,0.0,0.5,0.5,0.0,4.66884
ADH1B,ENSG00000196616,1.0,0.0,0.0,1.0,1.0,0.1600000000000001,0.0,0.5,0.0,1.0,4.66
ADH1A,ENSG00000187758,1.0,0.0,0.0,1.0,0.0,0.1600000000000001,0.0,1.0,0.5,1.0,4.66
HTR2B,ENSG00000135914,0.0,0.0,1.0,1.0,0.0,0.158005,1.0,0.5,0.0,1.0,4.658005
MTHFD1,ENSG00000100714,0.0,0.0,1.0,1.0,1.0,0.6577550000000002,1.0,1.0,-1.0,0.0,4.657755
BRAF,ENSG00000157764,1.0,0.0,1.0,1.0,1.0,0.654045,1.0,-1.0,-1.0,1.0,4.654045
SLC22A2,ENSG00000112499,1.0,0.0,1.0,1.0,0.0,0.1531550000000003,0.0,1.0,0.5,0.0,4.653155
SMO,ENSG00000128602,1.0,0.0,1.0,1.0,0.0,0.6505699999999998,1.0,-1.0,0.0,1.0,4.65057
TXK,ENSG00000074966,1.0,0.0,1.0,1.0,0.0,0.1461100000000001,0.0,0.5,0.0,1.0,4.64611
PHOSPHO1,ENSG00000173868,1.0,0.0,1.0,1.0,0.0,0.6441949999999999,0.0,1.0,0.0,0.0,4.644195
MKNK2,ENSG00000099875,0.0,0.0,1.0,1.0,1.0,0.6344099999999997,1.0,0.5,-1.0,0.5,4.63441
SFN,ENSG00000175793,0.0,1.0,1.0,1.0,0.0,0.8790300000000002,0.0,0.75,0.0,0.0,4.62903
CX3CR1,ENSG00000168329,1.0,0.0,1.0,1.0,0.0,0.1267600000000001,1.0,0.5,0.0,0.0,4.62676
ABCB1,ENSG00000085563,1.0,0.0,1.0,1.0,0.0,0.3632800000000003,0.0,0.5,0.0,0.75,4.6132800000000005
PON1,ENSG00000005421,0.0,1.0,1.0,1.0,0.0,0.1126750000000001,0.0,1.0,0.5,0.0,4.612675
CAMK2B,ENSG00000058404,1.0,0.0,1.0,1.0,0.0,0.84985,0.0,0.75,0.0,0.0,4.59985
QPCT,ENSG00000115828,0.0,1.0,1.0,1.0,1.0,0.0997250000000001,0.0,0.5,0.0,0.0,4.599725
SLC2A2,ENSG00000163581,1.0,0.0,1.0,1.0,0.0,0.0935099999999998,0.0,1.0,0.5,0.0,4.59351
MMP24,ENSG00000125966,1.0,1.0,0.0,1.0,0.0,0.5891449999999999,0.0,1.0,0.0,0.0,4.589145
GPR39,ENSG00000183840,1.0,0.0,1.0,1.0,0.0,0.083885,1.0,0.5,0.0,0.0,4.583885
P2RY6,ENSG00000171631,1.0,0.0,1.0,1.0,0.0,0.3292700000000003,0.0,0.5,0.0,0.75,4.57927
NQO1,ENSG00000181019,0.0,0.0,1.0,1.0,1.0,0.3248199999999997,0.0,0.5,0.0,0.75,4.57482
CHRNB3,ENSG00000147432,1.0,0.0,1.0,1.0,0.0,0.3231450000000002,0.0,0.75,0.5,0.0,4.573145
FASN,ENSG00000169710,1.0,0.0,1.0,1.0,1.0,0.0661099999999997,1.0,0.5,-1.0,0.0,4.56611
PDE3B,ENSG00000152270,0.0,0.0,1.0,1.0,1.0,0.06475,0.0,0.5,0.0,1.0,4.56475
MSTN,ENSG00000138379,0.0,1.0,0.0,1.0,0.0,0.813335,0.0,0.5,0.5,0.75,4.563335
APLNR,ENSG00000134817,1.0,0.0,1.0,1.0,0.0,0.55263,0.0,0.5,0.0,0.5,4.55263
CTSK,ENSG00000143387,0.0,0.0,1.0,1.0,1.0,0.3009099999999997,1.0,0.5,-1.0,0.75,4.55091
UCHL1,ENSG00000154277,0.0,0.0,1.0,1.0,0.0,0.7757849999999997,1.0,0.75,0.0,0.0,4.525785
TGM1,ENSG00000092295,1.0,0.0,1.0,1.0,0.0,0.522645,0.0,1.0,0.0,0.0,4.522645
PTPN13,ENSG00000163629,1.0,0.0,1.0,1.0,1.0,0.01811,0.0,0.5,0.0,0.0,4.51811
